episode,step,reward,epsilon,vehicle_location_edge_id,destination_edge_id,out_lanes,action_chosen,best_choice,q_values,stage,done
0,1,-0.02,1,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
0,2,0.025,1,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
0,3,-0.15,1,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,9w,,done,1
1,1,-0.02,0.999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
1,2,0,0.999,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,,pickup,0
1,3,-0.02,0.999,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
1,4,0.025,0.999,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
1,5,-0.02,0.999,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
1,6,0.025,0.999,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
1,7,-0.02,0.999,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
1,8,0.025,0.999,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
1,9,-0.15,0.999,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,6n,,done,1
2,1,-0.02,0.998001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
2,2,-0.02,0.998001,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
2,3,0.025,0.998001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
2,4,-0.02,0.998001,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
2,5,-0.02,0.998001,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",r,5n,,pickup,0
2,6,-0.15,0.998001,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,5n,,done,1
3,1,-0.02,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
3,2,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
3,3,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
3,4,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
3,5,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
3,6,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
3,7,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
3,8,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
3,9,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
3,10,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
3,11,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
3,12,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
3,13,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
3,14,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
3,15,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
3,16,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
3,17,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
3,18,-0.02,0.997002999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
3,19,0.025,0.997002999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
3,20,0,0.997002999,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
3,21,-0.15,0.997002999,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,13s,,done,1
4,1,-0.02,0.996005996001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
4,2,0,0.996005996001,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,10e,,pickup,0
4,3,-0.02,0.996005996001,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
4,4,0.025,0.996005996001,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
4,5,-0.02,0.996005996001,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
4,6,0,0.996005996001,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,9w,,pickup,0
4,7,0.025,0.996005996001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
4,8,-0.02,0.996005996001,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
4,9,0.025,0.996005996001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
4,10,-0.02,0.996005996001,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
4,11,0.025,0.996005996001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
4,12,-0.02,0.996005996001,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
4,13,0.025,0.996005996001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
4,14,0.025,0.996005996001,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,6n,,pickup,0
4,15,0.025,0.996005996001,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
4,16,-0.02,0.996005996001,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,,pickup,0
4,17,0,0.996005996001,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",l,17e,,pickup,0
4,18,0.025,0.996005996001,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",s,15w,,pickup,0
4,19,-0.02,0.996005996001,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",l,13n,,pickup,0
4,20,0.025,0.996005996001,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",s,15w,,pickup,0
4,21,-0.15,0.996005996001,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",l,15w,,done,1
5,1,-0.02,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
5,2,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
5,3,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
5,4,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
5,5,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
5,6,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
5,7,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
5,8,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
5,9,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
5,10,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
5,11,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
5,12,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
5,13,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
5,14,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
5,15,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
5,16,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
5,17,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
5,18,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
5,19,0.025,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
5,20,-0.02,0.995009990004999,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
5,21,-0.15,0.995009990004999,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,13s,,done,1
6,1,-0.02,0.994014980014994,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
6,2,-0.02,0.994014980014994,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
6,3,0.025,0.994014980014994,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
6,4,-0.02,0.994014980014994,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,10e,,pickup,0
6,5,0.025,0.994014980014994,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
6,6,0.025,0.994014980014994,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
6,7,-0.02,0.994014980014994,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
6,8,0.025,0.994014980014994,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,10e,,pickup,0
6,9,-0.15,0.994014980014994,7n,21n,"{'l': '3w', 't': '7s'}",s,10e,,done,1
7,1,-0.02,0.993020965034979,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
7,2,-0.02,0.993020965034979,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
7,3,0.025,0.993020965034979,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
7,4,-0.02,0.993020965034979,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
7,5,-0.02,0.993020965034979,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,12s,,pickup,0
7,6,-0.02,0.993020965034979,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",l,1w,,pickup,0
7,7,0.025,0.993020965034979,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,5n,,pickup,0
7,8,0,0.993020965034979,2e,21n,"{'r': '6s', 's': '3e', 't': '2w'}",t,5s,,pickup,0
7,9,-0.15,0.993020965034979,2w,21n,"{'s': '1w', 'l': '5s', 't': '2e'}",l,5s,,done,1
8,1,-0.02,0.9920279440699441,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
8,2,0.025,0.9920279440699441,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,9w,,pickup,0
8,3,-0.02,0.9920279440699441,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,,pickup,0
8,4,-0.02,0.9920279440699441,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,10e,,pickup,0
8,5,-0.02,0.9920279440699441,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
8,6,0.025,0.9920279440699441,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
8,7,-0.02,0.9920279440699441,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
8,8,0.025,0.9920279440699441,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,13s,,pickup,0
8,9,0.025,0.9920279440699441,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",l,17e,,pickup,0
8,10,0.025,0.9920279440699441,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",r,23w,,pickup,0
8,11,-0.02,0.9920279440699441,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",s,13n,,pickup,0
8,12,-0.15,0.9920279440699441,20n,21n,"{'r': '17e', 's': '13n', 'l': '16w', 't': '20s'}",s,13n,,done,1
9,1,-0.02,0.9910359161258742,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
9,2,0.025,0.9910359161258742,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,13s,,pickup,0
9,3,-0.02,0.9910359161258742,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
9,4,0.025,0.9910359161258742,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,6n,,pickup,0
9,5,-0.02,0.9910359161258742,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
9,6,0.025,0.9910359161258742,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,9w,,pickup,0
9,7,-0.02,0.9910359161258742,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",l,7n,,pickup,0
9,8,0.025,0.9910359161258742,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,6n,,pickup,0
9,9,-0.15,0.9910359161258742,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,6n,,done,1
10,1,-0.02,0.9900448802097482,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
10,2,0.025,0.9900448802097482,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",r,13s,,pickup,0
10,3,0.025,0.9900448802097482,20s,21n,"{'r': '23w', 'l': '24e', 't': '20n'}",s,20s,,pickup,0
10,4,0.025,0.9900448802097482,24e,21n,"{'l': '21n', 't': '24w'}",r,23w,,pickup,0
10,5,0.025,0.9900448802097482,24w,21n,"{'r': '20n', 's': '23w', 't': '24e'}",l,21n,,pickup,0
10,6,-0.02,0.9900448802097482,24e,21n,"{'l': '21n', 't': '24w'}",s,23w,,pickup,0
10,7,-0.15,0.9900448802097482,24w,21n,"{'r': '20n', 's': '23w', 't': '24e'}",s,23w,,done,1
11,1,-0.02,0.9890548353295385,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
11,2,0,0.9890548353295385,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,13s,,pickup,0
11,3,-0.15,0.9890548353295385,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,13s,,done,1
12,1,-0.02,0.988065780494209,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
12,2,-0.02,0.988065780494209,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
12,3,0.025,0.988065780494209,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
12,4,-0.02,0.988065780494209,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
12,5,-0.02,0.988065780494209,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,9e,,pickup,0
12,6,-0.15,0.988065780494209,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,9e,,done,1
13,1,-0.02,0.9870777147137147,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
13,2,0.025,0.9870777147137147,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,6n,,pickup,0
13,3,-0.15,0.9870777147137147,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,6n,,done,1
14,1,-0.02,0.986090636999001,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
14,2,0.025,0.986090636999001,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,"tensor([[-0.3210,  0.1472, -0.1287, -0.0280]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
14,3,0.025,0.986090636999001,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",t,10w,,pickup,0
14,4,0.025,0.986090636999001,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",r,17w,,pickup,0
14,5,-0.15,0.986090636999001,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",r,17w,,done,1
15,1,-0.02,0.9851045463620021,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
15,2,-0.02,0.9851045463620021,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
15,3,0.025,0.9851045463620021,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
15,4,-0.02,0.9851045463620021,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
15,5,-0.02,0.9851045463620021,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,9e,,pickup,0
15,6,-0.15,0.9851045463620021,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",s,9e,,done,1
16,1,-0.02,0.98411944181564,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,,pickup,0
16,2,-0.02,0.98411944181564,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
16,3,0.025,0.98411944181564,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
16,4,-0.02,0.98411944181564,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
16,5,0.025,0.98411944181564,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,,pickup,0
16,6,-0.02,0.98411944181564,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,,pickup,0
16,7,-0.02,0.98411944181564,8w,21n,"{'r': '4n', 'l': '11s', 't': '8e'}",t,9e,,pickup,0
16,8,-0.15,0.98411944181564,8e,21n,"{'r': '12s', 's': '9e', 'l': '5n', 't': '8w'}",s,9e,,done,1
17,1,-0.02,0.9831353223738244,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
17,2,0.025,0.9831353223738244,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
17,3,0.025,0.9831353223738244,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
17,4,-0.02,0.9831353223738244,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,9w,,pickup,0
17,5,-0.02,0.9831353223738244,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,,pickup,0
17,6,0.025,0.9831353223738244,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,,pickup,0
17,7,-0.02,0.9831353223738244,2w,21n,"{'s': '1w', 'l': '5s', 't': '2e'}",l,2w,,pickup,0
17,8,0,0.9831353223738244,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",t,2e,,pickup,0
17,9,0.025,0.9831353223738244,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,9e,,pickup,0
17,10,-0.02,0.9831353223738244,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",r,2e,,pickup,0
17,11,0.025,0.9831353223738244,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",s,12s,,pickup,0
17,12,-0.02,0.9831353223738244,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",l,1w,,pickup,0
17,13,0.025,0.9831353223738244,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",r,8w,,pickup,0
17,14,-0.02,0.9831353223738244,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",r,2e,,pickup,0
17,15,0.025,0.9831353223738244,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,5n,,pickup,0
17,16,-0.02,0.9831353223738244,1w,21n,"{'l': '4s', 't': '1e'}",l,1w,,pickup,0
17,17,-0.15,0.9831353223738244,1e,21n,"{'r': '5s', 's': '2e', 't': '1w'}",s,1w,,done,1
18,1,-0.02,0.9821521870514506,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,,pickup,0
18,2,0,0.9821521870514506,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,10e,,pickup,0
18,3,-0.02,0.9821521870514506,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
18,4,0.025,0.9821521870514506,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,,pickup,0
18,5,-0.02,0.9821521870514506,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
18,6,0.025,0.9821521870514506,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
18,7,-0.15,0.9821521870514506,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,13s,,done,1
19,1,-0.02,0.9811700348643991,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
19,2,0.025,0.9811700348643991,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
19,3,0.025,0.9811700348643991,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
19,4,-0.02,0.9811700348643991,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
19,5,0.025,0.9811700348643991,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
19,6,-0.02,0.9811700348643991,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
19,7,0.025,0.9811700348643991,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
19,8,-0.02,0.9811700348643991,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,6n,,pickup,0
19,9,-0.02,0.9811700348643991,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,,pickup,0
19,10,0,0.9811700348643991,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",s,13s,"tensor([[-0.2490,  0.1629, -0.1249, -0.0595]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
19,11,0.025,0.9811700348643991,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,8w,,pickup,0
19,12,-0.02,0.9811700348643991,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,,pickup,0
19,13,0.025,0.9811700348643991,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,5n,,pickup,0
19,14,-0.02,0.9811700348643991,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,13s,,pickup,0
19,15,0.025,0.9811700348643991,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9e,,pickup,0
19,16,0.025,0.9811700348643991,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",s,10e,,pickup,0
19,17,0.025,0.9811700348643991,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",r,14s,,pickup,0
19,18,-0.02,0.9811700348643991,17w,21n,"{'r': '13n', 's': '16w', 'l': '20s', 't': '17e'}",t,14n,,pickup,0
19,19,0.025,0.9811700348643991,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",r,13n,,pickup,0
19,20,-0.02,0.9811700348643991,17w,21n,"{'r': '13n', 's': '16w', 'l': '20s', 't': '17e'}",t,17w,,pickup,0
19,21,-0.15,0.9811700348643991,17e,21n,"{'r': '21s', 'l': '14n', 't': '17w'}",r,17w,,done,1
20,1,-0.02,0.9801888648295347,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
20,2,0.025,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,,pickup,0
20,3,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,,pickup,0
20,4,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
20,5,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,,pickup,0
20,6,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
20,7,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",r,16w,,pickup,0
20,8,-0.02,0.9801888648295347,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",l,9w,,pickup,0
20,9,0.025,0.9801888648295347,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",s,20s,,pickup,0
