episode,step,reward,epsilon,vehicle_location_edge_id,destination_edge_id,out_lanes,action_chosen,best_choice,q_values,stage,done
206,10,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,6n,,pickup,0
206,11,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",l,17e,"tensor([[-0.0920, -0.0865, -0.0824, -0.0848]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
206,12,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,13s,"tensor([[-0.1207, -0.1201, -0.1228, -0.1193]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
206,13,0,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",r,16w,,pickup,0
206,14,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,16e,21n,"{'r': '20s', 's': '17e', 'l': '13n', 't': '16w'}",r,12n,"tensor([[-0.1091, -0.1174, -0.1173, -0.1098]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
206,15,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,16w,21n,"{'r': '12n', 's': '15w', 'l': '19s', 't': '16e'}",t,16w,"tensor([[-0.1360, -0.1407, -0.1421, -0.1352]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
206,16,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,15w,21n,"{'r': '11n', 'l': '18s', 't': '15e'}",s,15w,,pickup,0
206,17,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,18s,21n,"{'l': '22e', 't': '18n'}",r,11n,,pickup,0
206,18,-0.15,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,18n,21n,"{'r': '15e', 's': '11n', 't': '18s'}",r,11n,"tensor([[-0.1367, -0.1465, -0.1477, -0.1397]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
207,1,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,"tensor([[0.0434, 0.0388, 0.0377, 0.0408]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,2,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,10e,,pickup,0
207,3,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,"tensor([[ 0.0065,  0.0005, -0.0008,  0.0105]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,4,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,13s,"tensor([[-0.0466, -0.0441, -0.0435, -0.0374]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,5,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,"tensor([[-0.0618, -0.1420, -0.0618, -0.0654]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,6,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,"tensor([[-0.0610, -0.0616, -0.0574, -0.0644]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,7,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,"tensor([[-0.0892, -0.1520, -0.0874, -0.0864]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,8,0,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,9w,,pickup,0
207,9,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,"tensor([[-0.0717, -0.0701, -0.0677, -0.0735]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,10,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,"tensor([[-0.0952, -0.0993, -0.0957, -0.0950]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,11,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",l,12s,"tensor([[-0.0901, -0.0851, -0.0780, -0.0835]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,12,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",r,2e,,pickup,0
207,13,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,5n,"tensor([[-0.0998, -0.1062, -0.0991, -0.0957]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,14,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",t,5s,"tensor([[-0.1349, -0.1421, -0.1371, -0.1316]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,15,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,12s,21n,"{'r': '15w', 's': '19s', 'l': '16e', 't': '12n'}",t,5n,"tensor([[-0.1164, -0.1213, -0.1161, -0.1135]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,16,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,12n,21n,"{'r': '9e', 's': '5n', 'l': '8w', 't': '12s'}",l,16e,,pickup,0
207,17,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,12s,21n,"{'r': '15w', 's': '19s', 'l': '16e', 't': '12n'}",l,8w,"tensor([[-0.1401, -0.1416, -0.1400, -0.1420]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,18,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,12n,21n,"{'r': '9e', 's': '5n', 'l': '8w', 't': '12s'}",t,12n,"tensor([[-0.1351, -0.1354, -0.1350, -0.1341]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,19,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",s,5n,,pickup,0
207,20,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",r,2e,"tensor([[-0.1495, -0.1561, -0.1496, -0.1497]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
207,21,-0.15,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,2e,"tensor([[-0.1466, -0.1471, -0.1456, -0.1391]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",done,1
208,1,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",s,10e,,pickup,0
208,2,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,6n,"tensor([[0.0006, 0.0101, 0.0132, 0.0097]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,3,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,,pickup,0
208,4,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,6n,"tensor([[-0.0290, -0.0296, -0.0319, -0.0313]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,5,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",r,14s,"tensor([[-0.0615, -0.1505, -0.0643, -0.0680]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,6,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,6n,,pickup,0
208,7,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,"tensor([[-0.0971, -0.1586, -0.0894, -0.0843]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,8,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",l,13s,"tensor([[-0.0945, -0.0889, -0.0806, -0.0908]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,9,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,"tensor([[-0.1132, -0.1471, -0.1065, -0.1011]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,10,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",t,10e,,pickup,0
208,11,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,14s,21n,"{'r': '17w', 's': '21s', 't': '14n'}",r,14s,"tensor([[-0.1162, -0.1393, -0.1285, -0.1176]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,12,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,14n,21n,"{'s': '7n', 'l': '10w', 't': '14s'}",t,14n,"tensor([[-0.1497, -0.1351, -0.1468, -0.1208]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,13,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,7n,21n,"{'l': '3w', 't': '7s'}",t,14s,"tensor([[-0.1419, -0.1319, -0.1349, -0.1236]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,14,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,7s,21n,"{'r': '10w', 's': '14s', 't': '7n'}",t,7s,"tensor([[-0.1495, -0.1528, -0.1491, -0.1487]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,15,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,7n,21n,"{'l': '3w', 't': '7s'}",s,14s,"tensor([[-0.1718, -0.1300, -0.1377, -0.1436]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,16,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,7s,21n,"{'r': '10w', 's': '14s', 't': '7n'}",t,7s,"tensor([[-0.1276, -0.1461, -0.1412, -0.1271]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,17,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",s,14s,,pickup,0
208,18,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10e,21n,"{'r': '14s', 'l': '7n', 't': '10w'}",r,6n,"tensor([[-0.1489, -0.1533, -0.1556, -0.1536]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,19,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,10w,21n,"{'r': '6n', 's': '9w', 'l': '13s', 't': '10e'}",t,10w,,pickup,0
208,20,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,13s,"tensor([[-0.1396, -0.1333, -0.1317, -0.1356]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
208,21,-0.15,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,13s,,done,1
209,1,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",r,13s,,pickup,0
209,2,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",t,9w,"tensor([[0.0032, 0.0032, 0.0085, 0.0096]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,3,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13n,21n,"{'r': '10e', 's': '6n', 'l': '9w', 't': '13s'}",t,13n,"tensor([[ 0.0010,  0.0004, -0.0018,  0.0044]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,4,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,6n,"tensor([[-0.0577, -0.0468, -0.0491, -0.0513]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,5,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,"tensor([[-0.0631, -0.1439, -0.0682, -0.0719]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,6,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,,pickup,0
209,7,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,"tensor([[-0.0871, -0.1479, -0.0913, -0.0883]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,8,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",t,6n,"tensor([[-0.0735, -0.0712, -0.0710, -0.0699]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,9,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,3e,21n,"{'r': '7s', 't': '3w'}",t,6s,"tensor([[-0.1107, -0.1454, -0.1112, -0.1104]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,10,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",t,3w,"tensor([[-0.1481, -0.1468, -0.1435, -0.1282]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,11,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,2w,21n,"{'s': '1w', 'l': '5s', 't': '2e'}",t,3e,,pickup,0
209,12,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,2e,21n,"{'r': '6s', 's': '3e', 't': '2w'}",t,2e,"tensor([[-0.1354, -0.1122, -0.1238, -0.1119]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,13,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,3e,21n,"{'r': '7s', 't': '3w'}",t,2w,"tensor([[-0.1337, -0.1173, -0.1311, -0.1170]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,14,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,3w,21n,"{'s': '2w', 'l': '6s', 't': '3e'}",t,3w,"tensor([[-0.1407, -0.1420, -0.1507, -0.1279]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,15,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",s,2w,"tensor([[-0.1446, -0.1156, -0.1316, -0.1213]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,16,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,"tensor([[-0.1192, -0.1253, -0.1236, -0.1225]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,17,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,,pickup,0
209,18,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,"tensor([[-0.1210, -0.1255, -0.1224, -0.1234]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,19,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,"tensor([[-0.1478, -0.1510, -0.1510, -0.1468]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
209,20,0,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",r,9w,,pickup,0
209,21,-0.15,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,9w,,done,1
210,1,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",t,9w,"tensor([[0.0172, 0.0112, 0.0164, 0.0186]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,2,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",l,6n,"tensor([[-0.0084, -0.0029,  0.0066, -0.0007]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,3,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,12s,"tensor([[-0.0226, -0.0215, -0.0163, -0.0181]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,4,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9w,21n,"{'r': '5n', 's': '8w', 'l': '12s', 't': '9e'}",t,9w,"tensor([[-0.0445, -0.0430, -0.0441, -0.0420]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,5,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",r,5n,"tensor([[-0.0409, -0.0411, -0.0461, -0.0419]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,6,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5s,21n,"{'r': '8w', 's': '12s', 'l': '9e', 't': '5n'}",r,2e,"tensor([[-0.0730, -0.1422, -0.0767, -0.0782]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,7,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,5n,21n,"{'r': '2e', 'l': '1w', 't': '5s'}",t,5n,,pickup,0
210,8,0,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,2e,21n,"{'r': '6s', 's': '3e', 't': '2w'}",l,1w,,pickup,0
210,9,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,2w,21n,"{'s': '1w', 'l': '5s', 't': '2e'}",s,3e,"tensor([[-0.1597, -0.1124, -0.1472, -0.1229]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,10,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,2e,21n,"{'r': '6s', 's': '3e', 't': '2w'}",l,5s,"tensor([[-0.0998, -0.0992, -0.0921, -0.0930]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,11,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,2w,21n,"{'s': '1w', 'l': '5s', 't': '2e'}",t,2w,"tensor([[-0.1088, -0.1147, -0.1115, -0.1047]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
210,12,-0.15,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,1w,21n,"{'l': '4s', 't': '1e'}",r,2w,,done,1
211,1,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,9e,21n,"{'r': '13s', 's': '10e', 'l': '6n', 't': '9w'}",l,6n,"tensor([[0.0119, 0.0161, 0.0220, 0.0130]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,2,0,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,6n,"tensor([[-0.0231, -0.0101, -0.0050, -0.0173]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,3,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,"tensor([[-0.0449, -0.1407, -0.0470, -0.0472]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,4,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",s,13s,"tensor([[-0.0479, -0.0395, -0.0412, -0.0404]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,5,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",r,3e,"tensor([[-0.0672, -0.1473, -0.0726, -0.0711]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,6,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",r,9w,"tensor([[-0.0528, -0.0556, -0.0531, -0.0547]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,7,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",l,2w,"tensor([[-0.1001, -0.1574, -0.0932, -0.0976]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,8,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6n,21n,"{'r': '3e', 'l': '2w', 't': '6s'}",l,10e,,pickup,0
211,9,-0.02,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,6s,21n,"{'r': '9w', 's': '13s', 'l': '10e', 't': '6n'}",t,6s,"tensor([[-0.1100, -0.1382, -0.1110, -0.1067]], device='cuda:0',
       grad_fn=<AddmmBackward0>)",pickup,0
211,10,0.025,<bound method Agent.get_epsilon of <sumo_mmrl.agent.agent.Agent object at 0x7f47da9dffd0>>,13s,21n,"{'r': '16w', 's': '20s', 'l': '17e', 't': '13n'}",s,13s,,pickup,0
